id,seek,start,end,text,tokens,temperature,avg_logprob,compression_ratio,no_speech_prob
37,10904,122.80000000000001,125.48, a great idea for her to go.,"[257, 869, 1558, 337, 720, 281, 352, 13]",0.0,-0.3511437310112847,1.6219512195121952,0.0007787136710248888
38,10904,125.48,127.16000000000001," Look, I know it's a controversial trip.","[2053, 11, 286, 458, 309, 311, 257, 17323, 4931, 13]",0.0,-0.3511437310112847,1.6219512195121952,0.0007787136710248888
39,10904,127.16000000000001,132.20000000000002," But given we are husband-grimes, I think it's exciting when she gets anywhere.","[583, 2212, 321, 366, 5213, 12, 861, 1532, 11, 286, 519, 309, 311, 4670, 562, 750, 2170, 4992, 13]",0.0,-0.3511437310112847,1.6219512195121952,0.0007787136710248888
40,10904,132.20000000000002,133.20000000000002, Wow.,"[3153, 13]",0.0,-0.3511437310112847,1.6219512195121952,0.0007787136710248888
41,10904,133.20000000000002,135.20000000000002, I read the news.,"[286, 1401, 264, 2583, 13]",0.0,-0.3511437310112847,1.6219512195121952,0.0007787136710248888
42,10904,135.20000000000002,136.20000000000002, Wow.,"[3153, 13]",0.0,-0.3511437310112847,1.6219512195121952,0.0007787136710248888
43,10904,136.20000000000002,137.72, Some of the audience reads the news as well.,"[2188, 295, 264, 4034, 15700, 264, 2583, 382, 731, 13]",0.0,-0.3511437310112847,1.6219512195121952,0.0007787136710248888
44,13772,137.72,138.72, I'm so sorry.,"[286, 478, 370, 2597, 13]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
45,13772,138.72,139.72, How do you guys feel about that?,"[1012, 360, 291, 1074, 841, 466, 300, 30]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
46,13772,139.72,140.72, He had a DUI.,"[634, 632, 257, 28423, 40, 13]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
47,13772,140.72,142.72, That's a joke about a DUI.,"[663, 311, 257, 7647, 466, 257, 28423, 40, 13]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
48,13772,142.72,144.72," Tommy, you want to take this one?","[19448, 11, 291, 528, 281, 747, 341, 472, 30]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
49,13772,144.72,145.72, Yeah.,"[865, 13]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
50,13772,145.72,146.72, That's all done.,"[663, 311, 439, 1096, 13]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
51,13772,146.72,147.72, We have seen it.,"[492, 362, 1612, 309, 13]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
52,13772,147.72,148.72, Why do you think she went anyway?,"[1545, 360, 291, 519, 750, 1437, 4033, 30]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
53,13772,148.72,150.72," But yet both the Chinese were saying, don't go.","[583, 1939, 1293, 264, 4649, 645, 1566, 11, 500, 380, 352, 13]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
54,13772,150.72,153.72," And the Biden administration was saying, yeah, please don't go.","[400, 264, 9877, 7236, 390, 1566, 11, 1338, 11, 1767, 500, 380, 352, 13]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
55,13772,153.72,154.72, Why do you think she went?,"[1545, 360, 291, 519, 750, 1437, 30]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
56,13772,154.72,158.72, Nancy Pelosi has been a fierce critic of the Chinese Communist Party's human rights record,"[18154, 44145, 575, 668, 257, 25341, 7850, 295, 264, 4649, 23253, 8552, 311, 1952, 4601, 2136]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
57,13772,158.72,159.72, for decades.,"[337, 7878, 13]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
58,13772,159.72,163.72," And I think sure thinking was, I'm not going to let the leaders of any country, but alone","[400, 286, 519, 988, 1953, 390, 11, 286, 478, 406, 516, 281, 718, 264, 3523, 295, 604, 1941, 11, 457, 3312]",0.0,-0.2923091134907287,1.6869009584664536,0.0021105832420289516
59,16372,163.72,168.72, China tell me where and when I can travel.,"[3533, 980, 385, 689, 293, 562, 286, 393, 3147, 13]",0.0,-0.18852645026312934,1.602076124567474,0.00010954475146718323
60,16372,168.72,171.72," So, is there some risk associated with this trip?","[407, 11, 307, 456, 512, 3148, 6615, 365, 341, 4931, 30]",0.0,-0.18852645026312934,1.602076124567474,0.00010954475146718323
61,16372,171.72,172.72, Yes.,"[1079, 13]",0.0,-0.18852645026312934,1.602076124567474,0.00010954475146718323
62,16372,172.72,175.72, Have the Chinese responded in ways that are already inflammatory and problematic and could,"[3560, 264, 4649, 15806, 294, 2098, 300, 366, 1217, 38199, 293, 19011, 293, 727]",0.0,-0.18852645026312934,1.602076124567474,0.00010954475146718323
63,16372,175.72,176.72, they do more?,"[436, 360, 544, 30]",0.0,-0.18852645026312934,1.602076124567474,0.00010954475146718323
64,16372,176.72,177.72, Yes.,"[1079, 13]",0.0,-0.18852645026312934,1.602076124567474,0.00010954475146718323
65,16372,177.72,179.72," But, you know, I don't want to tell Nancy what to do.","[583, 11, 291, 458, 11, 286, 500, 380, 528, 281, 980, 18154, 437, 281, 360, 13]",0.0,-0.18852645026312934,1.602076124567474,0.00010954475146718323
66,16372,179.72,181.72, I don't have the stones to do that for you.,"[286, 500, 380, 362, 264, 14083, 281, 360, 300, 337, 291, 13]",0.0,-0.18852645026312934,1.602076124567474,0.00010954475146718323
67,16372,181.72,182.72, We have to take quick break.,"[492, 362, 281, 747, 1702, 1821, 13]",0.0,-0.18852645026312934,1.602076124567474,0.00010954475146718323
68,16372,182.72,188.72," But when we come back, I will talk to John Favreau, John Loveon, Tommy Vittor, about the","[583, 562, 321, 808, 646, 11, 286, 486, 751, 281, 2619, 479, 706, 265, 1459, 11, 2619, 5956, 266, 11, 19448, 691, 593, 284, 11, 466, 264]",0.0,-0.18852645026312934,1.602076124567474,0.00010954475146718323
69,18872,188.72,195.72, hit-term election stick around.,"[50364, 2045, 12, 7039, 6618, 2897, 926, 13, 50714]",0.0,-0.5867623329162598,0.7948717948717948,0.00028404250042513013
